관리기관명,경로당명,소재지,연락처,위도,경도
해운대구,해운대엘시티더샵경로당,"부산광역시 해운대구 달맞이길 30, 엘시티 7층",051-746-1900,35.16132822,129.1680126
해운대구,해운대힐스테이트위브경로당,"부산광역시 해운대구 좌동순환로 433번길 30, 힐스테이트위브 203동 1층",051-731-5577,35.16412494,129.1826075
해운대구,화목경로당,"부산광역시 해운대구 달맞이길 117번다길 164, 101호",051-746-0604,35.16099041,129.1823755
해운대구,청사포경로당,부산광역시 해운대구 청사포로128번길 32,051-704-3409,35.16024952,129.1908273
해운대구,신기경로당,부산광역시 해운대구 청사포로58번길 57,051-704-2505,35.16155508,129.1882230
해운대구,협진태양아파트경로당,"부산광역시 해운대구 달맞이길 65번길 15, 협진태양아파트",070-8931-2876,35.16118861,129.1731255
해운대구,경동메르빌노인정,"부산광역시 해운대구 달맞이길 65번길 12-12, 달맞이경동메르빌",051-921-1938,35.16017917,129.1740439
해운대구,우성빌라트경로당,"부산광역시 해운대구 달맞이길 239-11, 우성빌라트",051-746-4292,35.16217083,129.1842586
해운대구,달맞이유림노르웨이숲아파트 노인회,"부산광역시 해운대구 달맞이길65번길 33, 달맞이유림노르웨이숲",051-747-5764,35.16118308,129.1736962
해운대구,좌동경로당,부산광역시 해운대구 좌동로 107,051-703-3642,35.17332431,129.1765165
해운대구,대동타운경로당,"부산광역시 해운대구 대천로103번길 29(좌동, 대동타운)",051-701-0097,35.17650215,129.1713587
해운대구,해운대화목타운경로당,"부산광역시 해운대구 대천로 187(좌동, 해운대화목타운)",051-702-6076,35.17149402,129.1793443
해운대구,해운대대림2차아파트경로당 ,"부산광역시 해운대구 대천로103번길 9(좌동, 대림아파트)",051-703-8686,35.17481507,129.1724432
해운대구,건영2차아파트경로당,"부산광역시 해운대구 세실로 126(좌동, 건영아파트)",051-702-0809,35.17562853,129.1768571
해운대구,해운대3차롯데아파트경로당,"부산광역시 해운대구 세실로 138(좌동, 롯데3차아파트)",051-912-0419,35.17666917,129.1773662
해운대구,화목데파트경로당,"부산광역시 해운대구 세실로 64(좌동, 화목데파트)",051-701-0855,35.17097853,129.1776682
해운대구,해운대대원아파트경로당,"부산광역시 해운대구 좌동순환로 252(좌동, 대원아파트)",051-702-1264,35.17285761,129.1800117
해운대구,롯데캐슬마스타1경로당,"부산광역시 해운대구 세실로 104(좌동, 해운대좌동롯데캐슬마스터I)",051-703-3995,35.17404388,129.1757475
해운대구,KCC스위첸경로당,"부산광역시 해운대구 세실로 80(좌동, KCC스위첸)",051-704-1509,35.17294038,129.1779930
해운대구,해운대현대아파트경로당,"부산광역시 해운대구 양운로37번길 11(좌동, 현대아파트)",051-731-1880,35.16553016,129.1780835
해운대구,해운대벽산1차아파트경로당,"부산광역시 해운대구 대천로 205(좌동, 벽산아파트)",051-703-0417,35.17053700,129.1804282
해운대구,해운대두산2차아파트경로당,"부산광역시 해운대구 대천로 225(좌동, 두산아파트)",051-703-1035,35.16909048,129.1799462
해운대구,해운대영남아파트경로당,"부산광역시 해운대구 좌동순환로311번길 8(좌동, 영남아파트)",070-7397-0431,35.16807725,129.1830929
해운대구,대우1차아파트,"부산광역시 해운대구 세실로 19(좌동, 대우1차아파트)",051-703-1470,35.16739183,129.1794386
해운대구,경남선경아파트경로당,"부산광역시 해운대구 청사포로 27(좌동, 경남선경아파트)",051-702-8777,35.16652136,129.1864183
해운대구,한라아파트경로당,"부산광역시 해운대구 좌동순환로 280(좌동, 한라아파트)",051-703-1906,35.17089709,129.1823215
해운대구,해운대벽산2차아파트경로당,"부산광역시 해운대구 좌동순환로299번길 11(좌동, 벽산2차아파트)",051-912-3777,35.16957245,129.1850466
해운대구,상록아파트경로당,"부산광역시 해운대구 세실로 7(좌동, 상록아파트)",051-701-6598,35.16539706,129.1797171
해운대구,SK뷰아파트경로당,"부산광역시 해운대구 청사포로 12(좌동, SK View아파트)",051-702-7580,35.16513595,129.1833796
해운대구,해운대대우2차아파트경로당,"부산광역시 해운대구 좌동순환로 275(좌동, 대우2차아파트)",051-704-6097,35.17245658,129.1832333
해운대구,해운대삼환아파트경로당,"부산광역시 해운대구 좌동순환로299번길 22(좌동, 삼환아파트)",051-701-4588,35.16854952,129.1854928
해운대구,해운대한일아파트경로당,"부산광역시 해운대구 대천로 56(좌동, 한일아파트)",051-731-5787,35.17258190,129.1712804
해운대구,해운대경남아파트경로당,"부산광역시 해운대구 좌동순환로99번길 22(좌동, 경남아너스빌)",051-731-6344,35.17735666,129.1668808
해운대구,효성코오롱아파트경로당,"부산광역시 해운대구 대천로 35(좌동, 효성코오롱아파트)",051-742-4859,35.17000731,129.1681369
해운대구,해운대주공1단지아파트경로당,"부산광역시 해운대구 대천로67번길 4(좌동, 주공1단지아파트)",051-747-7898,35.17362801,129.1702965
해운대구,해운대대림3차아파트경로당,"부산광역시 해운대구 좌동순환로99번길 6(좌동, 대림3차아파트)",051-742-4959,35.17638236,129.1678988
해운대구,해운대센트럴파크경로당,"부산광역시 해운대구 좌동순환로 118(좌동, 센트럴파크)",051-701-9698,35.17570651,129.1706776
해운대구,해운대주공4단지아파트경로당,"부산광역시 해운대구 대천로67번길 18(좌동, 뜨란채아파트)",051-744-0566,35.17382810,129.1682465
해운대구,해운대롯데2차아파트경로당,"부산광역시 해운대구 좌동순환로 117(좌동, 롯데2차아파트)",051-702-3779,35.17659802,129.1698341
해운대구,동원듀크빌리지경로당,"부산광역시 해운대구 대천로 67번길 43-15(좌동, 동원듀크빌리지1차)",051-741-3410,35.17320501,129.1646259
해운대구,대창경로당,"부산광역시 해운대구 대천로67번길 7(좌동, 대창아파트)",051-731-4499,35.17306097,129.1692784
해운대구,해운대동신아파트경로당,"부산광역시 해운대구 좌동순환로 217번길 7(좌동, 동신아파트)",051-701-1099,35.17750053,129.1790030
해운대구,두산1차아파트경로당,"부산광역시 해운대구 양운로 182(좌동, 두산1차아파트)",051-702-4548,35.17870621,129.1699412
해운대구,해운대동부아파트경로당,"부산광역시 해운대구 세실로 158(좌동, 동부아파트)",051-704-5991,35.17817903,129.1787493
해운대구,삼성아파트경로당,"부산광역시 해운대구 세실로 174(좌동, 삼성아파트)",051-704-1617,35.17906714,129.1773349
해운대구,장산정경로당,"부산광역시 해운대구 대천로103번길 47(좌동, 대림1차아파트)",051-703-1356,35.17931545,129.1740449
해운대구,롯데4차아파트노인정,"부산광역시 해운대구 좌동순환로217번길 8(좌동, 롯데4차아파트)",051-703-3375,35.17562286,129.1811385
해운대구,엘지아파트경로당,"부산광역시 해운대구 대천로103번길 67(좌동, 엘지아파트)",051-703-0401,35.18066924,129.1738668
해운대구,해운대건영1차아파트경로당,"부산광역시 해운대구 좌동순환로217번길 19(좌동, 건영1차아파트)",051-703-2775,35.17859609,129.1794250
해운대구,송정동경로당,부산광역시 해운대구 송정중앙로 15번길 60,051-703-7424,35.18554414,129.2042841
해운대구,송정1단지주공아파트경로당,"부산광역시 해운대구 송정1로 20(송정동, 송정1단지주공)",051-919-2328,35.18336229,129.1979828
해운대구,송정2휴먼시아경로당,"부산광역시 해운대구 해운대로 1188(송정동, 송정2휴먼시아)",051-701-0525,35.19241332,129.2060216
해운대구,우림필유아파트경로당,"부산광역시 해운대구 송정1로 8번길 25-78(송정동, 우림필유아파트)",051-704-5722,35.18344851,129.1965568
해운대구,신촌경로당,부산광역시 해운대구 선수촌로 146-11,051-526-0683,35.20632574,129.1222464
해운대구,고기등경로당,부산광역시 해운대구 선수촌로78번길 13,051-529-8401,35.20102945,129.1198893
해운대구,상리경로당,부산광역시 해운대구 선수촌로208번가길 49,051-524-6625,35.21120177,129.1300346
해운대구,중리경로당,부산광역시 해운대구 반여로155번다길 52-4,051-531-0264,35.20825515,129.1251065
해운대구,삼화경로당,부산광역시 해운대구 선수촌로21번길 33,051-524-0008,35.19852795,129.1164946
해운대구,무정리경로당,"부산광역시 해운대구 반여로 21, 경성빌딩 3층",051-527-2066,35.19477001,129.1193311
해운대구,신촌할머니경로당,부산광역시 해운대구 선수촌로 146-11,051-525-6740,35.20632574,129.1222464
해운대구,센텀대림경로당,"부산광역시 해운대구 선수촌로 95(반여동, 센텀대림아파트)",051-522-6253,35.20064845,129.1172265
해운대구,아시아선수촌아파트(남)경로당,"부산광역시 해운대구 선수촌로 122(반여동,아시아선수촌아파트)",051-521-0944,35.20387017,129.1216854
해운대구,아시아선수촌아파트(여)경로당,"부산광역시 해운대구 선수촌로 122(반여동,아시아선수촌아파트)",051-521-0944,35.20387017,129.1216854
해운대구,신동아아파트경로당,"부산광역시 해운대구 반여로 176(반여동, 신동아아파트)",051-528-4994,35.20607074,129.1273716
해운대구,센텀롯데캐슬아파트노인회,"부산광역시 해운대구 반여로 133(반여동, 센텀롯데캐슬아파트)",051-936-3336,35.20485039,129.1238734
해운대구,센텀롯데캐슬2차아파트경로당,"부산광역시 해운대구 반여로 68-12(반여동, 센텀롯데캐슬2차)",051-959-1663,35.19746804,129.1248477
해운대구,센텀롯데캐슬3차아파트경로당,"부산광역시 해운대구 반여로 83(반여동, 센텀롯데캐슬3차)",051-527-1555,35.19936772,129.1212062
해운대구,메가센텀꿈에그린경로당,"부산광역시 해운대구 반여로 67(반여동, 해운대메가센텀한화꿈에그린경로당)",051-526-1630,35.19807835,129.1222207
해운대구,꽃동네경로당,"부산광역시 해운대구 선수촌로 207번다길 79, 2층 ",051-523-8508,35.21099184,129.1225743
해운대구,반석경로당,"부산광역시 해운대구 선수촌로 199-5, 1층",070-7337-4760,35.21015988,129.1248033
해운대구,반여행복경로당,부산광역시 해운대구 반여로 155번가길 17,051-782-1178,35.20626111,129.1253206
해운대구,기로경로당,부산광역시 해운대구 해운대로 61번길 87,051-741-6761,35.19518441,129.1280885
해운대구,중앙(남)경로당,부산광역시 해운대구 재반로226번길 13-73,051-783-2597,35.19842183,129.1317900
해운대구,중앙(여)경로당,부산광역시 해운대구 재반로 226번길 13-73,051-782-8317,35.19842183,129.1317900
해운대구,새마을경로당,부산광역시 해운대구 재반로 226번길 48,051-782-8146,35.19770342,129.1334272
해운대구,장수경로당,부산광역시 해운대구 재반로 211번길 28-85,051-782-3373,35.19739926,129.1293270
해운대구,에덴동산타운경로당,"부산광역시 해운대구 재반로212번길 45(반여동, 에덴동산타운)",051-784-1927,35.19604113,129.1328660
해운대구,현대일성2차아파트경로당,"부산광역시 해운대구 재반로226번길 72(반여동, 현대일성2차아파트)",051-784-0544,35.19701702,129.1335714
해운대구,반여2동현대3차경로당,부산광역시 해운대구 재반로212번길 67,051-781-0347,35.19467014,129.1339231
해운대구,기로(여)경로당,부산광역시 해운대구 해운대로 61번길 87,051-782-3686,35.19518441,129.1280885
해운대구,장수(여)경로당,부산광역시 해운대구 재반로211번길 28-79,070-7353-5795,35.19727318,129.1293143
해운대구,무지개경로당,부산광역시 해운대구 재반로 225번길 28-81,051-781-0225,35.19874029,129.1295433
해운대구,소담경로당,"부산광역시 해운대구 재반로 196번길 13-74, 유진주택",051-784-0322,35.19562822,129.1317183
해운대구,센텀(남)경로당 ,부산광역시 해운대구 해운대로61번길 99-46,051-783-1555,35.19549492,129.1295862
해운대구,센텀(여)경로당,부산광역시 해운대구 해운대로61번길 99-46,051-783-0071,35.19549492,129.1295862
해운대구,보훈아파트경로당,부산광역시 해운대구 재반로242번길 41(반여동),051-781-2013,35.19857734,129.1334723
해운대구,반여3동 새마을경로당,부산광역시 해운대구 재반로242번길 13-18,051-783-9162,35.19895807,129.1322806
해운대구,반여3동현대아파트경로당,부산광역시 해운대구 재반로282번길 112,051-782-3358,35.20123575,129.1354640
해운대구,그린파크경로당,부산광역시 해운대구 재반로270번길 13,051-783-5244,35.20188994,129.1320249
해운대구,선우정경로당,부산광역시 해운대구 재반로282번길 60,051-783-1661,35.20274498,129.1350458
해운대구,안양원경로당,부산광역시 해운대구 재반로241번길 28-70,051-783-9471,35.19991736,129.1299440
해운대구,보람아파트경로당,부산광역시 해운대구 재반로270번길 29,051-783-9007,35.20154934,129.1337443
해운대구,센텀홍림아파트경로당,부산광역시 해운대구 재반로282번길 83,,35.20233801,129.1361493
해운대구,반디경로당,"부산광역시 해운대구 재반로256번길 29-53, 3층",,35.20071652,129.1331616
해운대구,삼어경로당,"부산광역시 해운대구 삼어로 135(반여동, 반여아파트)",051-528-3609,35.20881184,129.1195130
해운대구,삼어할머니경로당,부산광역시 해운대구 삼어로133번가길 13-12,051-531-7976,35.20939213,129.1181701
해운대구,신동타워경로당,"부산광역시 해운대구 삼어로 149(반여동, 센텀SD아파트)",051-528-1620,35.21110075,129.1195774
해운대구,일동아파트경로당,"부산광역시 해운대구 삼어로 77(반여동, 일동미라주아파트)",051-529-5698,35.20531204,129.1178286
해운대구,우방신세계타운경로당,"부산광역시 해운대구 삼어로 61(반여동, 우방신세계타운)",051-528-6695,35.20284877,129.1161475
해운대구,명장SK아파트노인정,"부산광역시 해운대구 삼어로 55(반여동, 센텀SK뷰아파트)",051-915-4785,35.20357333,129.1138183
해운대구,금사대우아파트경로당,"부산광역시 해운대구 삼어로 207(반여동, 금사대우아파트)",051-522-5022,35.21376065,129.1175382
해운대구,센텀강변현대아파트경로당,"부산광역시 해운대구 삼어로 131(반여동, 센텀강변현대아파트)",051-526-9975,35.20789306,129.1194455
해운대구,벽산한솔타운경로당,"부산광역시 해운대구 삼어로 103(반여동, 벽산한솔타운)",051-524-7928,35.20643060,129.1187115
해운대구,우신아파트경로당,"부산광역시 해운대구 삼어로 181(반여동, 반여우신아파트)",051-521-1035,35.21294687,129.1178126
해운대구,창신아파트경로당,"부산광역시 해운대구 삼어로147번길 11(반여동, 창신맨션)",051-523-2134,35.21021388,129.1189832
해운대구,석대경로당,부산광역시 해운대구 반송로607번길 27-7,051-521-3297,35.22083953,129.1298169
해운대구,장수경로당,부산광역시 해운대구 아랫반송로90번길 8,051-543-9472,35.22038978,129.1526357
해운대구,반송1동경로당,부산광역시 해운대구 아랫반송로26번길 46,051-544-2645,35.22523522,129.1473657
해운대구,화송경로당,부산광역시 해운대구 아랫반송로40번길 19-23,051-544-0444,35.22313949,129.1497418
해운대구,송원경로당,부산광역시 해운대구 아랫반송로30번길 145,051-544-3005,35.22206546,129.1479911
해운대구,송원(여)경로당,부산광역시 해운대구 아랫반송로30번길 145,051-544-7450,35.22206546,129.1479911
해운대구,은하수경로당,부산광역시 해운대구 아랫반송로21번길 113-13,051-543-9921,35.22831964,129.1481342
해운대구,필봉노인정,부산광역시 해운대구 반송순환로 129,051-543-5514,35.22249673,129.1528742
해운대구,이진경로당,"부산광역시 해운대구 반송순환로 202(반송동, 이진아파트)",051-542-5546,35.22718214,129.1502163
해운대구,행복경로당,부산광역시 해운대구 아랫반송로29번길 20,051-543-6249,35.22460192,129.1495098
해운대구,태평경로당,"부산광역시 해운대구 아랫반송로21번길 132-7, 개나리빌라",051-542-0501,35.22890674,129.1489554
해운대구,본동경로당,"부산광역시 해운대구 신반송로 182번길 1-1, 2층",051-542-0611,35.22948459,129.1601796
해운대구,반송2동경로당,부산광역시 해운대구 윗반송로51번길 34,051-542-4887,35.22983699,129.1553840
해운대구,운송경로당,부산광역시 해운대구 운봉길 51-18,051-543-4703,35.23225578,129.1474866
해운대구,삼한그린맨션경로당,부산광역시 해운대구 반송로877번길 91,051-543-2762,35.23400767,129.1509390
해운대구,운봉(여)경로당,부산광역시 해운대구 윗반송로51번길 34,051-543-5273,35.22983699,129.1553840
해운대구,반송삼정그린코아경로당,부산광역시 해운대구 신반송로 196,051-542-0052,35.23098183,129.1600801
해운대구,광하아파트경로당,부산광역시 해운대구 신반송로 194,051-542-0805,35.23081000,129.1610773
해운대구,운봉경로당,부산광역시 해운대구 운봉길 210,051-543-4339,35.23663846,129.1425167
해운대구,삼한1차아파트경로당,부산광역시 해운대구 신반송로 171,051-542-0641,35.22835692,129.1612181
해운대구,운봉복지관경로당,부산광역시 해운대구 신반송로 200,051-543-5568,35.23029233,129.1586641
해운대구,반석종합사회복지관 부설반송경로당,부산광역시 해운대구 신반송로 159,051-542-3676,35.22850669,129.1625165
해운대구,반송남흥아파트경로당,부산광역시 해운대구 신반송로 163,051-542-3337,35.22779618,129.1623526
해운대구,삼한5차노인정,부산광역시 해운대구 신반송로 72,051-916-9850,35.22664174,129.1624240
해운대구,반송건영아파트경로당,부산광역시 해운대구 신반송로 80,051-909-2667,35.22681906,129.1636678
해운대구,설봉경로당,부산광역시 해운대구 신반송로 102,051-545-0383,35.23026074,129.1628931
해운대구,반송벽산삼협한솔아파트경로당,"부산광역시 해운대구 신반송로 29(반송동, 벽산삼협한솔)",051-543-8733,35.22677578,129.1606683
해운대구,송우정경로당,부산광역시 해운대구 반송로924번길 8,051-545-5551,35.23222028,129.1550004
해운대구,초원경로당,부산광역시 해운대구 운봉길 89,051-543-0646,35.23243009,129.1462147
해운대구,풍전맨션노인정,부산광역시 해운대구 신반송로 199,051-543-4963,35.22962103,129.1581712
해운대구,삼한3차노인회,부산광역시 해운대구 신반송로 96,051-542-1142,35.22808316,129.1643779
해운대구,경동아파트경로당,부산광역시 해운대구 신반송로 76,051-545-6128,35.22642758,129.1631349
해운대구,청록경로당,부산광역시 해운대구 신반송로 194,051-542-6645,35.23081000,129.1610773
해운대구,새동네경로당,부산광역시 해운대구 반송로877번길 47-6,051-545-3379,35.23245710,129.1509610
해운대구,재송(남)경로당,부산광역시 해운대구 해운대로 177번길 51-16,051-781-5356,35.18386161,129.1253407
해운대구,재송(여)경로당,부산광역시 해운대구 해운대로 177번길 51-16,051-783-4364,35.18386161,129.1253407
해운대구,센텀이진캐스빌경로당,부산광역시 해운대구 재반로42번길 23,051-781-5547,35.18329108,129.1275616
해운대구,신동아아파트경로당,부산광역시 해운대구 재반로60번길 46-6,051-782-3042,35.18484167,129.1285053
해운대구,연화경로당,부산광역시 해운대구 재반로64번가길 14-4,051-781-9482,35.18527980,129.1269523
해운대구,센텀파크1단지노인회,부산광역시 해운대구 센텀중앙로 145,051-742-1990,35.17675690,129.1235959
해운대구,센텀파크2단지노인회,부산광역시 해운대구 센텀중앙로 142,051-744-0317,35.17950002,129.1232823
해운대구,센텀e-편한세상노인정 ,부산광역시 해운대구 해운대로76번길 55,051-783-2214,35.18940305,129.1177861
해운대구,동부센트레빌아파트경로당,부산광역시 해운대구 해운대로161번길 12,051-784-0172,35.18382431,129.1245057
해운대구,어울림경로당,부산광역시 해운대구 재반로50번길 31-17,051-784-0167,35.18376200,129.1282927
해운대구,은빛경로당,부산광역시 해운대구 재반로50번길 35,051-781-7750,35.18368344,129.1280171
해운대구,센텀피오레1차경로당,부산광역시 해운대구 수영강변대로 382 ,051-782-1833,35.19319144,129.1155541
해운대구,센텀협성르네상스아파트경로당,부산광역시 해운대구 해운대로38번길 60,051-784-8820,35.19264772,129.1178196
해운대구,센텀누리경로당,"부산광역시 해운대구 해운대로 253, 101동 1층1호",070-7310-0379,35.17789639,129.1280359
해운대구,센텀리슈빌아파트노인회,부산광역시 해운대구 해운대로76번길 40,051-524-9427,35.19154789,129.1158829
해운대구,삼익아파트경로당,부산광역시 해운대구 해운대로61번가길 6,051-783-9464,35.19076658,129.1214172
해운대구,재송그린경로당,부산광역시 해운대구 재반로118번길 71,051-781-3954,35.19162542,129.1298619
해운대구,80시영아파트경로당,부산광역시 해운대구 재반로165번길 82 ,051-782-3733,35.19227338,129.1251384
해운대구,장산경로당,부산광역시 해운대구 재반로165번길 29-14,051-783-4103,35.19280679,129.1259363
해운대구,글로리아경로당,부산광역시 해운대구 재송2로74번길 31,051-783-9028,35.19062598,129.1326370
해운대구,남성아파트1공구경로당,부산광역시 해운대구 재송2로 17,051-781-0708,35.19270099,129.1305137
해운대구,코오롱성우경로당,부산광역시 해운대구 재반로84번길 96-7,051-784-3177,35.18852812,129.1314221
해운대구,현대아파트경로당,부산광역시 해운대구 해운대로81번길 60,051-782-0502,35.19058281,129.1227653
해운대구,장산동국아파트경로당,부산광역시 해운대구 재송2로 91,051-781-8708,35.19348557,129.1343239
해운대구,세명그린경로당,부산광역시 해운대구 재송2로 153 ,051-781-1187,35.19022218,129.1343663
해운대구,재송금호아파트경로당,부산광역시 해운대구 재반로 141,051-781-5495,35.19159020,129.1268748
해운대구,재송현대아파트경로당,부산광역시 해운대구 해운대로81번길 137,051-783-2369,35.19180988,129.1274818
해운대구,한보미도아파트경로당,부산광역시 해운대구 재반로 64번길 74-1,051-782-7181,35.18677457,129.1300143
해운대구,일삼경로당,부산광역시 해운대구 해운대로61번길 32,051-784-3001,35.19272467,129.1231352
해운대구,후곡경로당,부산광역시 해운대구 해운대로89번길 23,051-781-0565,35.18964779,129.1215336
해운대구,센텀우신골든빌경로당,부산광역시 해운대구 재반로125번길 30,051-781-1419,35.19013945,129.1258556
해운대구,한빛경로당,부산광역시 해운대구 재반로103번길 32,051-784-3111,35.18818572,129.1246427
해운대구,대경파미르아파트경로당,부산광역시 해운대구 해운대로61번길 56,051-781-6319,35.19418910,129.1255931
해운대구,별천지경로당,"부산광역시 해운대구 재송2로74번길 32, 국부빌라",070-4974-7638,35.19125522,129.1328215
해운대구,역전경로당,부산광역시 해운대구 재송1로31번길 15,051-784-0050,35.18834828,129.1226686
해운대구,송수경로당,부산광역시 해운대구 재반로 142-28,070-7378-4321,35.18987534,129.1280809
해운대구,센텀골든파크팔팔경로당,부산광역시 해운대구 재송2로175번길 43,,35.18942620,129.1317749
사하구,괴정1동할아버지,부산광역시 사하구 낙동대로 249번길 2-2(괴정동),051-202-5185,35.09893673,128.9896930
사하구,괴정1동할머니,부산광역시 사하구 낙동대로249번길 2-2(괴정동),051-205-5068,35.09893673,128.9896930
사하구,국제아파트,부산광역시 사하구 사하로141번길 20(괴정동),051-204-3388,35.09476397,128.9918031
사하구,자유3차아파트,부산광역시 사하구 승학로 233번길 33(괴정동),,35.10354498,128.9894416
사하구,괴정협진태양아파트,부산광역시 사하구 괴정로 270번길 34(괴정동),051-291-0127,35.09554813,128.9896081
사하구,우신타워,부산광역시 사하구 사하로141번4길 35-4(괴정동),051-292-9540,35.08854547,128.9805856
사하구,석천할아버지,부산광역시 사하구 승학로 281번길 73(괴정동),051-202-2045,35.10364429,128.9916256
사하구,석천할머니,부산광역시 사하구 승학로 281번길 73(괴정동),051-202-7949,35.10364429,128.9916256
사하구,괴정한신아파트,부산광역시 사하구 승학로 221(괴정동),051-202-1717,35.10115756,128.9892811
사하구,한마음,부산광역시 사하구 사하로141번길 108(괴정동),,35.09581047,128.9872861
사하구,대티 ,부산광역시 사하구 오작로 173(괴정동),051-204-6080,35.10548924,129.0072677
사하구,벽산하이츠아파트,부산광역시 사하구 오작로 104(괴정동),051-293-9560,35.10086579,129.0039202
사하구,동아파크맨션,부산광역시 사하구 오작로 138(괴정동),,35.10312882,129.0049461
사하구,한일하나로아파트,부산광역시 사하구 오작로 152(괴정동),,35.10366659,129.0064006
사하구,괴정2동 현대아파트,부산광역시 사하구 낙동대로 106(괴정동),,35.10447268,129.0037671
사하구,시약,부산광역시 사하구 대티로59번길 44(괴정동),051-205-7877,35.10610579,129.0035787
사하구,괴정스타클래스아파트,부산광역시 사하구 대티로1번길 22(괴정동),,35.10540418,128.9990400
사하구,동주,부산광역시 사하구 오작로 87(괴정동),051-291-3353,35.10013169,129.0022221
사하구,괴정승학,부산광역시 사하구 까치고개로 16-2(괴정동),051-201-5263,35.10358603,129.0041620
사하구,까치,부산광역시 사하구 까치고개로 77-1(괴정동),051-201-4870,35.10494120,129.0092133
사하구,괴정k스타파크아파트,부산광역시 사하구 사리로 70번길 24(괴정동),,35.10506820,129.0004289
사하구,풍류원,부산광역시 사하구 대티로63번길 52(괴정동),,35.10745266,129.0042095
사하구,괴정참누리아파트,부산광역시 사하구 대티로17번길47(괴정동),,35.10534894,129.0024506
사하구,고개마루경로당,부산광역시 사하구 대티로63번길8(괴정동),,35.10656982,129.0063157
사하구,은행나무경로당,부산광역시 사하구 낙동대로140번길 118(괴정동),,35.10578495,129.0063938
사하구,양지할아버지,부산광역시 사하구 승학로224번길 93(괴정동),051-292-8755,35.10187947,128.9946863
사하구,신괴정화신아파트,부산광역시 사하구 오작로 68(괴정동),,35.09928053,128.9994148
사하구,꽃마을 ,부산광역시 사하구 사하로186번나길 9(괴정동),051-205-5958,35.09907295,128.9950689
사하구,괴정 신익타운(휴지),부산광역시 사하구 오작로 46(괴정동),,35.09834841,128.9987673
사하구,장수,부산광역시 사하구 사하로186번라길 8(괴정동),,35.09931288,128.9954887
사하구,양지할머니,부산광역시 사하구 승학로224번길 93(괴정동),051-292-8726,35.10187947,128.9946863
사하구,솔밭,부산광역시 사하구 낙동대로179번길 17(괴정동),,35.10076659,128.9973819
사하구,평화,부산광역시 사하구 오작로3번길 15-4(괴정동),,35.09818262,128.9948168
사하구,협진신태양아파트,부산광역시 사하구 사리로 71(괴정동),,35.10635481,128.9985360
사하구,괴정4동,부산광역시 사하구 장평로 455(괴정동),051-202-3236,35.09871880,128.9865754
사하구,송곡,부산광역시 사하구 마하로48번길 8(괴정동),051-293-8992,35.10374174,128.9841023
사하구,희망 할머니,부산광역시 사하구 장평로449번길 120(괴정동),051-202-3353,35.09948189,128.9802999
사하구,희망 할아버지,부산광역시 사하구 장평로449번길 120(괴정동),051-201-1616,35.09948189,128.9802999
사하구,마곡정,부산광역시 사하구 낙동대로 326번길 14(괴정동),051-204-2332,35.10075931,128.9817301
사하구,사하역 비스타동원아파트,부산광역시 낙동대로 280(괴정동),,35.10011683,128.9842561
사하구,당리 할아버지,부산광역시 사하구 제석로 50(당리동),051-208-0346,35.10502122,128.9741360
사하구,당리본동할머니,부산광역시 사하구 제석로 50(당리동),051-202-9763,35.10502122,128.9741360
사하구,에덴,부산광역시 사하구 승학로131번길 39(당리동),051-206-4014,35.10514234,128.9825725
사하구,당리신익아파트,부산광역시 사하구 승학로 123-4(당리동),051-291-5155,35.10402845,128.9798718
사하구,삼성아파트,부산광역시 사하구 마하로 81(당리동),051-201-3357,35.10640108,128.9840794
사하구,당리벽산으뜸아파트,부산광역시 사하구 다대로 22번길 30(당리동),051-294-1300,35.09848708,128.9762408
사하구,우림아파트,부산광역시 사하구 제석로 95번길 22-5(당리동),,35.10973784,128.9783277
사하구,반도보라아파트,부산광역시 사하구 제석로 79번길 11(당리동),051-205-0787,35.10779093,128.9738399
사하구,당리혜성아파트,부산광역시 사하구 제석로 127(당리동),051-201-0204,35.11001722,128.9794499
사하구,당리 삼창아파트,부산광역시 사하구 제석로 33(당리동),,35.10485489,128.9724009
사하구,당리 동원 1차베네스트아파트,부산광역시 사하구 제석로 160(당리동),051-969-1255,35.11040151,128.9843031
사하구,당리 동원 2차베네스트아파트,부산광역시 사하구 제석로 171(당리동),051-291-6995,35.11095738,128.9835639
사하구,승학,부산광역시 사하구 마하로 25번길 8(당리동),051-204-3318,35.10269813,128.9816327
사하구,당리푸른,부산광역시 사하구 승학로 7-4(당리동),051-292-2323,35.10678787,128.9696597
사하구,행복한,부산광역시 사하구 괴정로 100번길 12(당리동),051-907-5811,35.10146586,128.9746092
사하구,부영벽산블루밍아파트,부산광역시 사하구 승학로71번길 60(당리동),,35.10630673,128.9779247
사하구,당리푸르지오아파트,부산광역시 사하구 승학로71번길 30(당리동),,35.10554796,128.9770052
사하구,당리경보이리스힐,부산광역시 사하구 승학로71번길146(당리동),,35.10838747,128.9803409
사하구,하단할아버지,부산광역시 사하구 낙동대로457번안길 23(하단동),051-202-7805,35.10437856,128.9688524
사하구,선창 할머니,부산광역시 사하구 동매로 55-1(하단동),051-203-2765,35.10331362,128.9644962
사하구,선창할아버지,부산광역시 사하구 동매로 55-1(하단동),051-201-0282,35.10331362,128.9644962
사하구,하단할머니,부산광역시 사하구 괴정로 29-1(하단동),051-201-3652,35.10339570,128.9677658
